ticker,name,exchange
pcl,plum creek timber company,nyse
pcm,pimco commercial mortgage securities,nyse
pcn,pimco corporate,nyse
pcp,precision castparts corp.,nyse
pcq,pimco california muni,nyse
pdh,petrologistics lp,nyse
pdi,pimco dynamic income fund,nyse
pdm,piedmont office realty trust,nyse
pds,precision drilling corp.,nyse
pdt,john hancock premium dividend fund,nyse
peb,pebblebrook hotel trust,nyse
peb-a,pebblebrook hotel trust pfd ser,nyse
peb-b,pebblebrook hotel trust,nyse
peb-c,pebblebrook hotel trust,nyse
peg,public service enterprise group inc.,nyse
pei,pennsylvania real estate investment,nyse
pei-a,penn real estate invest trust,nyse
pei-b,pennsylvania real estate inves,nyse
peo,petroleum resources corp.,nyse
pep,pepsico,nyse
per,sandridge permian trust,nyse
pes,pioneer energy services corp.,nyse
pf,pinnacle foods inc. common sto,nyse
pfd,flaherty & crumrine preferred inc.,nyse
pfe,pfizer,nyse
pfg,principal financial group inc,nyse
pfg-b,prin fin grp ser b,nyse
pfh,cabco tr jcp 7.625,nyse
pfk,prudential financial inflation-linked,nyse
pfl,pimco income strategy fund,nyse
pfn,pimco income strategy fund ii,nyse
pfo,flaherty & crumrine preferred fund,nyse
pfs,provident financial services,nyse
pfsi,pennymac financial services in,nyse
pfx,phoenix companies,nyse
pg,procter & gamble company,nyse
pgem,ply gem holdings inc.,nyse
pgh,pengrowth energy corp.,nyse
pgi,ptek holdings,nyse
pgp,pimco global stocksplus & income,nyse
pgr,progressive corp.,nyse
pgz,principal real estate income f,nyse
ph,parker-hannifin corp.,nyse
pha,pultegroup,nyse
phd,pioneer floating rate trust,nyse
phg,koninklijke philips electronics,nyse
phh,phh corp,nyse
phi,philippine long distance telephone,nyse
phk,pimco high,nyse
phm,pultegroup,nyse
pht,pioneer high income trust,nyse
phx,panhandle royalty company,nyse
pii,polaris industries inc.,nyse
pike,pike electric,nyse
pim,putnam master intermediate income,nyse
pir,pier 1 imports,nyse
piy,merrill lynch depositor,nyse
pja,preferred plus trust ser qws 2 tr ctf,nyse
pjc,piper jaffray companies,nyse
pjh,prudential financial inc.,nyse
pjl,preferredplus tr,nyse
pjs,preferredplus trust,nyse
pkd,parker drilling company,nyse
pke,park electrochemical corp.,nyse
pkg,packaging corporation of america,nyse
pkh,preferred plus trust ser qws-1 7.75,nyse
pki,perkinelmer,nyse
pko,pimco income opportunity fund,nyse
pkx,pohang iron & steel co.,nyse
pky,parkway properties,nyse
pl,protective life corp.,nyse
pl-b,plc cap tr v,nyse
pl-c,protective life corporation,nyse
pl-e,protective life corporation 6.0,nyse
pld,prologis inc,nyse
pll,pall corp.,nyse
plow,douglas dynamics,nyse
plp,protective life corp.,nyse
plt,plantronics,nyse
pm,philip morris international inc,nyse
pmc,pharmerica corp.,nyse
pmf,pimco muni,nyse
pml,pimco muni ii,nyse
pmm,putnam managed muni income trust,nyse
pmo,putnam muni opportunities trust,nyse
pmt,pennymac mortgage investment trust,nyse
pmx,pimco muni income fund iii,nyse
pnc,pnc bank,nyse
pnc-p,pnc financial services group i,nyse
pnc-q,the pnc financial services gro,nyse
pnc.w,the pnc financial services group,nyse
pnf,pimco new york muni,nyse
png,paa natural gas storage l.p.,nyse
pni,pimco new york muni ii,nyse
pnk,pinnacle entertainment,nyse
pnm,pnm resources inc.,nyse
pnr,pentair,nyse
pnta,pennantpark investment corpora,nyse
pnw,pinnacle west capital corp.,nyse
pnx,phoenix companies,nyse
pny,piedmont natural gas company,nyse
pol,polyone corp.,nyse
pom,potomac electric power company,nyse
por,portland general electric company,nyse
post,post holdings inc. common stoc,nyse
pot,potash corporation of saskatchewan inc.,nyse
ppg,ppg industries,nyse
ppl,ppl corp.,nyse
ppl-w,ppl corporation,nyse
ppo,polypore international inc,nyse
ppp,primero mining corp,nyse
ppr,ing prime rate trust,nyse
pps,post properties,nyse
pps-a,post prop. 8.5 pra,nyse
ppt,putnam premier income trust,nyse
ppx,ppl capital funding inc.,nyse
pq,petroquest energy inc,nyse
pra,pro-assurance corp.,nyse
pre,partnerre ltd,nyse
pre-d,partnerre ltd pfd d,nyse
pre-e,partnerre ltd.,nyse
pre-f,partnerre ltd,nyse
prgo,perrigo company,nyse
prh,prudential financial inc.,nyse
pri,primerica,nyse
pri.b,primerica,nyse
pris,promotora de informaciones sa,nyse
prlb,proto labs inc.,nyse
pro,pros holdings,nyse
pru,prudential financial inflation retail,nyse
pry,prospect capital corporation,nyse
psa,public storage,nyse
psa-o,public storage depositary share,nyse
psa-p,public storage,nyse
psa-q,public storage,nyse
psa-r,depositary shares each represe,nyse
psa-s,public storage-,nyse
psa-t,public storage,nyse
psa-u,public storage,nyse
psa-v,public storage,nyse
psa-w,public storage,nyse
psa-x,public storage,nyse
psb,business parks,nyse
psb-r,ps business parks inc. 6.875%,nyse
psb-s,ps business parks inc.,nyse
psb-t,ps business parks inc,nyse
psb-u,ps business parks inc.,nyse
psb-v,ps business pks inc calif dep,nyse
pse,pioneer southwest energy partners l.p.,nyse
psf,cohen & steers preferred fund,nyse
pso,pearson plc,nyse
psx,phillips 66 common stock,nyse
psxp,phillips 66 partners lp,nyse
pt,portugal telecom sgps s.a .,nyse
ptgi,primus telecom group,nyse
ptp,platinum underwriters holdings ltd,nyse
ptr,petrochina company limited,nyse
pty,pimco corporate opportunity fund,nyse
puk,prudential public limited company,nyse
puk-a,pru plc perp sub cap,nyse
puk.p,prudential 6.75%,nyse
puls,pulse electronics corp.,nyse
pva,penn virginia corp.,nyse
pvd,administradora de fondos de pensiones,nyse
pvg,pretium res inc,nyse
pvh,phillips-van heusen corp.,nyse
pvr,pvr partners lp,nyse
pvtd,privatebancorp inc.,nyse
pwe,penn west petroleum ltd,nyse
pwr,quanta services,nyse
px,praxair,nyse
pxd,pioneer natural resources company,nyse
pyb,pplus trust,nyse
pyc,pplus trust,nyse
pyg,pplus trust,nyse
pyk,pplus trust,nyse
pyn,pimco new york muni income fund iii,nyse
pys,pplus trust,nyse
pyt,pplus trust,nyse
pyv,pplus trust,nyse
pyy,merrill lynch depositor,nyse
pzb,merrill lynch depositor,nyse
pzc,pimco california muni income fund iii,nyse
pze,petrobras argentina s.a.,nyse
pzn,pzena investment management inc,nyse
q,quintiles transitional holdings,nyse
qep,qep resources,nyse
qepm,qep midstream partners lp,nyse
qihu,qihoo 360 technology co. ltd.,nyse
qre,qr energy lp,nyse
qtm,quantum corp.,nyse
quad,quad graphics inc,nyse
r,ryder system,nyse
rad,rite aid corp.,nyse
rai,reynolds american inc,nyse
raly,rally software,nyse
ras,rait financial trust,nyse
ras-a,rait financial tr pf,nyse
ras-b,rait financial tr pf,nyse
ras-c,rait fin tr pfd c,nyse
rate,bankrate inc.,nyse
rax,rackspace hosting inc,nyse
rba,ritchie bros. auctioneers inc.,nyse
rbc,regal-beloit corp.,nyse
rbs,royal bank scotland group plc,nyse
rbs-e,rbs cap fndg tr v,nyse
rbs-f,royal bnk sctlnd f,nyse
rbs-g,rbs capital trustvii,nyse
rbs-h,royal bk scot hadssc,nyse
rbs-i,rbs cap fdg tr vi,nyse
rbs-l,royal bank of scotla,nyse
rbs-m,royal bank sctlnd m,nyse
rbs-n,rbs series n ads pfd,nyse
rbs-p,royal bk scotland,nyse
rbs-q,royal bank adr,nyse
rbs-r,royal bk scotland,nyse
rbs-s,royal bk scotland,nyse
rbs-t,royal bk pfd,nyse
rcap,rcs capital corporation,nyse
rci,rogers communication,nyse
rcl,royal caribbean cruises ltd,nyse
rcs,rcm strategic global government fund,nyse
rdc,rowan companies,nyse
rdn,radian group inc.,nyse
rds.a,royal dutch shell plc,nyse
rds.b,royal dutch shell,nyse
rdy,dr. reddy's laboratories ltd,nyse
re,everest re group,nyse
reg,regency centers corp.,nyse
reg-f,regency centers corporation,nyse
reg-g,regency centers corporation pfd,nyse
ren,resolute energy corp.,nyse
ren.w,resolute energy corp,nyse
renn,renren inc.,nyse
res,rpc,nyse
resi,altisource residential corporat,nyse
rev,revlon,nyse
rex,rex stores corp.,nyse
rexr,rexford industrial realty inc,nyse
rf,regions financing tr i,nyse
rf-a,regions financial corporation,nyse
rfi,cohen & steers total return realty fund,nyse
rfp,resolute forest products inc,nyse
rga,reinsurance group of america inc.,nyse
rgc,regal entertainment group,nyse
rgp,ross group plc,nyse
rgr,sturm ruger & company,nyse
rgs,regis corp.,nyse
rh,restoration hardware holdings,nyse
rhi,robert half international inc.,nyse
rhp,gaylord entertainment company,nyse
rht,red hat,nyse
rig,transocean inc.,nyse
rio,rio tinto plc,nyse
riom,rio alta mng ltd,nyse
rit,lmp real estate,nyse
rjd,raymond james financial inc.,nyse
rjf,raymond james financial,nyse
rkt,rock-tenn company,nyse
rkus,ruckus wireless inc.,nyse
rl,ralph lauren corp.,nyse
rld,reald inc,nyse
rlgy,realogy holdings corp.,nyse
rlh,westcoast hospitality corp.,nyse
rlh-a,red lion htls cap tr,nyse
rli,rli corp.,nyse
rlj,rlj lodging trust,nyse
rm,regional managment corp,nyse
rmd,resmed inc.,nyse
rmt,royce micro-cap trust,nyse
rndy,roundy's inc. common stock,nyse
rne,morgan stanley east. euro,nyse
rnf,rentech nitrogen partners l.p,nyse
rno,rhino resource partners lp,nyse
rnp,cohen & steers reit and preferred,nyse
rnr,renaissancere holdings ltd,nyse
rnr-c,renaissancere 6.08 c,nyse
rnr-e,renaissancere holdings ltd,nyse
roc,rockwood holdings,nyse
rog,rogers corp.,nyse
rok,rockwell automation inc,nyse
rol,rollins,nyse
rop,roper industries,nyse
royt,pacific coast oil trust,nyse
rpai,retail properties of america,nyse
rpm,rpm,nyse
rpt,ramco-gershenson properties trust,nyse
rpt-d,ramco-gershenson properties tru,nyse
rqi,cohen & steers quality income realty,nyse
rrc,range resources corp.,nyse
rrms,rose rock midstream l.p.,nyse
rrts,roadrunner transportation systems inc,nyse
rs,reliance steel & aluminum company,nyse
rse,rouse properties inc. common s,nyse
rsg,republic services,nyse
rsh,radioshack corp.,nyse
rso,resource capital,nyse
rso-a,resource capital corp.,nyse
rso-b,resource capital corp.8.25% se,nyse
rst,rosetta stone,nyse
rt,ruby tuesday,nyse
rti,rti international metals,nyse
rtn,raytheon company,nyse
ruk,reed elsevier plc,nyse
rvt,royce value trust,nyse
rwt,redwood trust,nyse
rxn,rexnord corporation,nyse
ry,royal bank of canada,nyse
ryl,ryland group,nyse
ryn,rayonier inc. reit,nyse
rza,reinsurance group of america i,nyse
s,sprint corporation series 1,nyse
sa,seabridge gold,nyse
sah,sonic automotive,nyse
sai,saic inc,nyse
sam,boston beer company,nyse
san,banco santander,nyse
san-a,banco santander s.a. 6.80% non,nyse
san-b,santander finance preferred sa,nyse
san-c,banco santander s.a. 6.50% non,nyse
san-e,banco santander s.a. santander,nyse
san-f,banco santander s.a. santander,nyse
san-i,banco santander central hispano,nyse
sap,sap ag,nyse
saq,saratoga investment corp.,nyse
sar,saratoga investment corp,nyse
sb,safe bulkers inc,nyse
sb-b,safe bulkers inc.,nyse
sbgl,sibanye gold limited american d,nyse
sbh,sally beauty holdings,nyse
sbr,sabine royalty trust,nyse
sbs,cia de saneamento basico do estado,nyse
sbw,western asset worldwide income fund inc.,nyse
sby,silver bay realty trust corp.,nyse
scco,southern peru copper corp.,nyse
scd,lmp capital and income fund inc.,nyse
sce-f,sce trust i,nyse
sce-g,sce trust ii,nyse
scg,scana corp.,nyse
sch-b,schwab charles corporation depo,nyse
schw,the charles schwab corp.,nyse
sci,service corporation international,nyse
scl,stepan company,nyse
scl.p,spepan 5.5 cvpr,nyse
scm,stellus capital investment cor,nyse
scr,simcere pharmaceutical group,nyse
scs,steelcase inc.,nyse
scu,scana corp.,nyse
scx,l.s. starrett company,nyse
sd,sandridge energy inc.,nyse
sdlp,seadrill partners llc,nyse
sdr,sandridge mississippian trust,nyse
sdrl,seadrill limited,nyse
sdt,sandridge mississippian trust i,nyse
se,spectra energy corp,nyse
seas,seaworld entertainment inc. co,nyse
see,sealed air corp.,nyse
sem,select medical holdings corp.,nyse
sem.w,select medical holdings warrent,nyse
semg,semgroup corp.,nyse
sep,spectra energy partners lp,nyse
sf,stifel financial corp.,nyse
sfb,stifel financial corp.6.70% se,nyse
sfd,smithfield foods,nyse
sfe,safeguard scientifics,nyse
sfg,stancorp financial group,nyse
sfi,istar financial inc.,nyse
sfi-d,istar fin pr d,nyse
sfi-e,istar finl inc pfd e,nyse
sfi-f,istar finl inc pfd f,nyse
sfi-g,istar finl inc,nyse
sfi-i,istar fincl inc pfd,nyse
sfl,ship finance international,nyse
sfn,stifel financial corp.,nyse
sfun,soufun holdings,nyse
sfy,swift energy company,nyse
sgf,singapore fund,nyse
sgk,schawk,nyse
sgl,strategic global,nyse
sgu,star gas partners l.p.,nyse
sgy,stone energy corp.,nyse
sgza,selective insurance group inc,nyse
shg,shinhan financial group co ltd,nyse
shi,sinopec shangai petrochemical company,nyse
sho,sunstone hotel investors,nyse
sho-d,sunstone hotel investors inc.,nyse
shw,sherwin-williams company,nyse
si,siemens ag,nyse
sid,national steel corp.,nyse
sig,signet jewelers limited,nyse
sir,select income reit common share,nyse
six,six flags entertainment corporation new,nyse
sji,south jersey industries,nyse
sjm,j.m. smucker company,nyse
sjr,shaw communications inc.,nyse
sjt,san juan basin royalty trust,nyse
sjw,sjw corp.,nyse
skh,skilled healthcare group,nyse
skm,sk telecom corporation,nyse
sks,saks inc.,nyse
skt,tanger factory outlet centers,nyse
skx,skechers u.s.a.,nyse
sky,skyline corp.,nyse
sla,american select portfolio,nyse
slb,schlumberger n.v.,nyse
slca,u.s. silica holdings inc.,nyse
slf,sun life financial inc.,nyse
slg,sl green realty corp.,nyse
slg-i,sl green realty corp,nyse
slh,solera holdings,nyse
slra,solar capital ltd.,nyse
slt,sterlite industries [india] limited,nyse
slw,silver wheaton corp,nyse
sm,sm energy company,nyse
sma,symmetry medical inc,nyse
smf,salient mlp and energy infrast,nyse
smfg,sumitomo mitsui financial group inc,nyse
smg,scotts miracle-gro company,nyse
smi,semiconductor manufacturing,nyse
smlp,summit midstream partners lp,nyse
smm,salient midstream & mlp fund,nyse
smp,standard motor products,nyse
sms,sims metal management limited,nyse
sn,sanchez energy corporation,nyse
sna,snap-on inc.,nyse
sne,sony corp ord,nyse
snh,senior housing properties trust,nyse
snhn,senior housing properties trus,nyse
sni,scripps networks interactive inc,nyse
snn,smith & nephew snats,nyse
snp,china petroleum & chemical corp.,nyse
snv,synovus financial corp.,nyse
snv-c,synovus financial corp. fixed-,nyse
snx,synnex corp.,nyse
sny,sanofi-aventis sa,nyse
so,southern company,nyse
sol,renesola ltd,nyse
son,sonoco products company,nyse
sor,source capital,nyse
sov-c,sovereign banc dep s,nyse
spa,sparton corp.,nyse
spb,spectrum brands holdings,nyse
spe,special opportunities fund inc.,nyse
spe.p,special opportunities fund in,nyse
spf,standard pacific lp,nyse
spg,simon property group,nyse
spg-j,simon prop grp pfd j,nyse
sph,suburban propane partners l.p.,nyse
splp,steel partners hldgs,nyse
spn,superior energy services,nyse
spp,sappi limited,nyse
spr,spirit aerosystems holdings,nyse
spw,spx corp.,nyse
sqm,sociedad quimica y minera s.a.,nyse
sqns,sequans communications s a,nyse
sr,standard register company,nyse
src,spirit realty capital inc.,nyse
sre,sempra energy,nyse
srf,the cushing royalty & income f,nyse
sri,stoneridge,nyse
srt,startek,nyse
srv,the cushing mlp total return fund,nyse
ssd,simpson manufacturing company,nyse
ssi,stage stores,nyse
ssl,sasol ltd,nyse
ssni,silver spring networks inc. co,nyse
ssp,e.w. scripps company,nyse
sss,sovran self storage,nyse
sstk,shutterstock inc.,nyse
ssw,seaspan corp.,nyse
ssw-c,seaspan corporation,nyse
ssw-d,seaspan corp,nyse
st,sensata technologies holding n.v.,nyse
sta-a,stag industrial inc. preferred,nyse
stag,sti inc,nyse
stc,stewart information services corp.,nyse
ste,steris corp.,nyse
sti,suntrust banks,nyse
sti-a,suntrust bks dep sh,nyse
sti-e,suntrust banks inc. series e,nyse
sti.a,suntrust banks inc class a,nyse
sti.b,suntrust banks inc class b,nyse
stj,st. jude medical,nyse
stk,columbia seligman premium technology,nyse
stl,sterling bancorp,nyse
stl-a,sterling bncp tr i,nyse
stm,stmicroelectronics n.v.,nyse
stn,stantec inc,nyse
stng,scorpio tankers inc.,nyse
sto,statoil asa,nyse
ston,stonemor partners l.p.,nyse
stp,suntech power holdings co.,nyse
str,questar corp.,nyse
stri,str holdings inc,nyse
stt,state street corp,nyse
stt-c,state street corporation dep sh,nyse
stv,china digital tv holding co.,nyse
stwd,starwood property trust,nyse
stz,constellation brands inc,nyse
stz.b,constellation brd b,nyse
su,suncor energy inc.,nyse
sui,sun communities,nyse
sui-a,sun communities inc.,nyse
sune,sunedison inc.,nyse
sup,superior industries international,nyse
susp,susser petroleum partners lp,nyse
suss,susser holdings corp.,nyse
svm,silvercorp metals inc,nyse
svu,supervalu inc.,nyse
swc,stillwater mining company,nyse
swft,swift transportation company,nyse
swi,solarwinds,nyse
swj,stanley black & decker inc.,nyse
swk,stanley black & decker inc,nyse
swm,schweitzer-mauduit international,nyse
swn,southwestern energy company,nyse
sws,sws group,nyse
swu,stanley black & decker inc,nyse
swx,southwest gas corp.,nyse
swy,safeway inc.,nyse
swz,swiss helvetia fund,nyse
sxc,suncoke energy inc,nyse
sxcp,suncoke energy partners l.p.,nyse
sxe,southcross energy partners l.,nyse
sxi,standex international corp.,nyse
sxl,sunoco logistics partners lp,nyse
sxt,sensient technologies corp.,nyse
sya,symetra financial corp.,nyse
syk,stryker corp.,nyse
syt,syngenta ag,nyse
syx,systemax inc.,nyse
syy,sysco corp.,nyse
szc,the cushing renaissance fund,nyse
